索引id	宠物id	name	等级	升级增加属性id(spirit_attr的id)	进阶消耗id	阶数	被动技能槽位(共6个槽位)	进阶增加属性id(spirit_attr的id)
14014028	14014001	橙色龙宝宝	28	72028				
14014029	14014001	橙色龙宝宝	29	72029				
14014030	14014001	橙色龙宝宝	30	72030	9003	3		612003
14014031	14014001	橙色龙宝宝	31	72031				
14014032	14014001	橙色龙宝宝	32	72032				
14014033	14014001	橙色龙宝宝	33	72033				
14014034	14014001	橙色龙宝宝	34	72034				
14014035	14014001	橙色龙宝宝	35	72035				
14014036	14014001	橙色龙宝宝	36	72036				
14014037	14014001	橙色龙宝宝	37	72037				
14014038	14014001	橙色龙宝宝	38	72038				
14014039	14014001	橙色龙宝宝	39	72039				
14014040	14014001	橙色龙宝宝	40	72040	9004	4	3	612004
14014041	14014001	橙色龙宝宝	41	72041				
14014042	14014001	橙色龙宝宝	42	72042				
14014043	14014001	橙色龙宝宝	43	72043				
14014044	14014001	橙色龙宝宝	44	72044				
14014045	14014001	橙色龙宝宝	45	72045				
14014046	14014001	橙色龙宝宝	46	72046				
14014047	14014001	橙色龙宝宝	47	72047				
14014048	14014001	橙色龙宝宝	48	72048				
14014049	14014001	橙色龙宝宝	49	72049				
14014050	14014001	橙色龙宝宝	50	72050	9005	5		612005
14014051	14014001	橙色龙宝宝	51	72051				
14014052	14014001	橙色龙宝宝	52	72052				
14014053	14014001	橙色龙宝宝	53	72053				
14014054	14014001	橙色龙宝宝	54	72054				
14014055	14014001	橙色龙宝宝	55	72055				
14014056	14014001	橙色龙宝宝	56	72056				
14014057	14014001	橙色龙宝宝	57	72057				
14014058	14014001	橙色龙宝宝	58	72058				
14014059	14014001	橙色龙宝宝	59	72059				
14014060	14014001	橙色龙宝宝	60	72060	9006	6	4	612006
14014061	14014001	橙色龙宝宝	61	72061				
14014062	14014001	橙色龙宝宝	62	72062				
14014063	14014001	橙色龙宝宝	63	72063				
14014064	14014001	橙色龙宝宝	64	72064				
14014065	14014001	橙色龙宝宝	65	72065				
14014066	14014001	橙色龙宝宝	66	72066				
14014067	14014001	橙色龙宝宝	67	72067				
14014068	14014001	橙色龙宝宝	68	72068				
14014069	14014001	橙色龙宝宝	69	72069				
14014070	14014001	橙色龙宝宝	70	72070	9007	7		612007
14014071	14014001	橙色龙宝宝	71	72071				
14014072	14014001	橙色龙宝宝	72	72072				
14014073	14014001	橙色龙宝宝	73	72073				
14014074	14014001	橙色龙宝宝	74	72074				
14014075	14014001	橙色龙宝宝	75	72075				
14014076	14014001	橙色龙宝宝	76	72076				
14014077	14014001	橙色龙宝宝	77	72077				
14014078	14014001	橙色龙宝宝	78	72078				
14014079	14014001	橙色龙宝宝	79	72079				
14014080	14014001	橙色龙宝宝	80	72080	9008	8	5	612008
14014081	14014001	橙色龙宝宝	81	72081				
14014082	14014001	橙色龙宝宝	82	72082				
14014083	14014001	橙色龙宝宝	83	72083				
14014084	14014001	橙色龙宝宝	84	72084				
14014085	14014001	橙色龙宝宝	85	72085				
14014086	14014001	橙色龙宝宝	86	72086				
14014087	14014001	橙色龙宝宝	87	72087				
14014088	14014001	橙色龙宝宝	88	72088				
14014089	14014001	橙色龙宝宝	89	72089				
14014090	14014001	橙色龙宝宝	90	72090	9009	9		612009
14014091	14014001	橙色龙宝宝	91	72091				
14014092	14014001	橙色龙宝宝	92	72092				
14014093	14014001	橙色龙宝宝	93	72093				
14014094	14014001	橙色龙宝宝	94	72094				
14014095	14014001	橙色龙宝宝	95	72095				
14014096	14014001	橙色龙宝宝	96	72096				
14014097	14014001	橙色龙宝宝	97	72097				
14014098	14014001	橙色龙宝宝	98	72098				
14014099	14014001	橙色龙宝宝	99	72099				
14014100	14014001	橙色龙宝宝	100	72100	9010	10	6	612010
21012001	21012001	蓝色狼人	1	61001			1	
21012002	21012001	蓝色狼人	2	61002				
21012003	21012001	蓝色狼人	3	61003				
21012004	21012001	蓝色狼人	4	61004				
21012005	21012001	蓝色狼人	5	61005				
21012006	21012001	蓝色狼人	6	61006				
21012007	21012001	蓝色狼人	7	61007				
21012008	21012001	蓝色狼人	8	61008				
21012009	21012001	蓝色狼人	9	61009				
21012010	21012001	蓝色狼人	10	61010	9001	1		601001
21012011	21012001	蓝色狼人	11	61011				
21012012	21012001	蓝色狼人	12	61012				
21012013	21012001	蓝色狼人	13	61013				
21012014	21012001	蓝色狼人	14	61014				
21012015	21012001	蓝色狼人	15	61015				
21012016	21012001	蓝色狼人	16	61016				
21012017	21012001	蓝色狼人	17	61017				
21012018	21012001	蓝色狼人	18	61018				
21012019	21012001	蓝色狼人	19	61019				
21012020	21012001	蓝色狼人	20	61020	9002	2	2	601002
21012021	21012001	蓝色狼人	21	61021				
21012022	21012001	蓝色狼人	22	61022				
21012023	21012001	蓝色狼人	23	61023				
21012024	21012001	蓝色狼人	24	61024				
21012025	21012001	蓝色狼人	25	61025				
21012026	21012001	蓝色狼人	26	61026				
21012027	21012001	蓝色狼人	27	61027				
21012028	21012001	蓝色狼人	28	61028				
21012029	21012001	蓝色狼人	29	61029				
21012030	21012001	蓝色狼人	30	61030	9003	3		601003
21012031	21012001	蓝色狼人	31	61031				
21012032	21012001	蓝色狼人	32	61032				
21012033	21012001	蓝色狼人	33	61033				
21012034	21012001	蓝色狼人	34	61034				
21012035	21012001	蓝色狼人	35	61035				
21012036	21012001	蓝色狼人	36	61036				
21012037	21012001	蓝色狼人	37	61037				
21012038	21012001	蓝色狼人	38	61038				
21012039	21012001	蓝色狼人	39	61039				
21012040	21012001	蓝色狼人	40	61040	9004	4	3	601004
21012041	21012001	蓝色狼人	41	61041				
21012042	21012001	蓝色狼人	42	61042				
21012043	21012001	蓝色狼人	43	61043				
21012044	21012001	蓝色狼人	44	61044				
21012045	21012001	蓝色狼人	45	61045				
21012046	21012001	蓝色狼人	46	61046				
21012047	21012001	蓝色狼人	47	61047				
21012048	21012001	蓝色狼人	48	61048				
21012049	21012001	蓝色狼人	49	61049				
21012050	21012001	蓝色狼人	50	61050	9005	5		601005
21012051	21012001	蓝色狼人	51	61051				
21012052	21012001	蓝色狼人	52	61052				
21012053	21012001	蓝色狼人	53	61053				
21012054	21012001	蓝色狼人	54	61054				
21012055	21012001	蓝色狼人	55	61055				
21012056	21012001	蓝色狼人	56	61056				
21012057	21012001	蓝色狼人	57	61057				
21012058	21012001	蓝色狼人	58	61058				
21012059	21012001	蓝色狼人	59	61059				
21012060	21012001	蓝色狼人	60	61060	9006	6	4	601006
21012061	21012001	蓝色狼人	61	61061				
21012062	21012001	蓝色狼人	62	61062				
21012063	21012001	蓝色狼人	63	61063				
21012064	21012001	蓝色狼人	64	61064				
21012065	21012001	蓝色狼人	65	61065				
21012066	21012001	蓝色狼人	66	61066				
21012067	21012001	蓝色狼人	67	61067				
21012068	21012001	蓝色狼人	68	61068				
21012069	21012001	蓝色狼人	69	61069				
21012070	21012001	蓝色狼人	70	61070	9007	7		601007
21012071	21012001	蓝色狼人	71	61071				
21012072	21012001	蓝色狼人	72	61072				
21012073	21012001	蓝色狼人	73	61073				
21012074	21012001	蓝色狼人	74	61074				
21012075	21012001	蓝色狼人	75	61075				
21012076	21012001	蓝色狼人	76	61076				
21012077	21012001	蓝色狼人	77	61077				
21012078	21012001	蓝色狼人	78	61078				
21012079	21012001	蓝色狼人	79	61079				
21012080	21012001	蓝色狼人	80	61080	9008	8	5	601008
21012081	21012001	蓝色狼人	81	61081				
21012082	21012001	蓝色狼人	82	61082				
21012083	21012001	蓝色狼人	83	61083				
21012084	21012001	蓝色狼人	84	61084				
21012085	21012001	蓝色狼人	85	61085				
21012086	21012001	蓝色狼人	86	61086				
21012087	21012001	蓝色狼人	87	61087				
21012088	21012001	蓝色狼人	88	61088				
21012089	21012001	蓝色狼人	89	61089				
21012090	21012001	蓝色狼人	90	61090	9009	9		601009
21012091	21012001	蓝色狼人	91	61091				
21012092	21012001	蓝色狼人	92	61092				
21012093	21012001	蓝色狼人	93	61093				
21012094	21012001	蓝色狼人	94	61094				
21012095	21012001	蓝色狼人	95	61095				
21012096	21012001	蓝色狼人	96	61096				
21012097	21012001	蓝色狼人	97	61097				
21012098	21012001	蓝色狼人	98	61098				
21012099	21012001	蓝色狼人	99	61099				
21012100	21012001	蓝色狼人	100	61100	9010	10	6	601010
21013001	21013001	紫色狼人	1	62001			1	
21013002	21013001	紫色狼人	2	62002				
21013003	21013001	紫色狼人	3	62003				
21013004	21013001	紫色狼人	4	62004				
21013005	21013001	紫色狼人	5	62005				
21013006	21013001	紫色狼人	6	62006				
21013007	21013001	紫色狼人	7	62007				
21013008	21013001	紫色狼人	8	62008				
21013009	21013001	紫色狼人	9	62009				
21013010	21013001	紫色狼人	10	62010	9001	1		602001
21013011	21013001	紫色狼人	11	62011				
21013012	21013001	紫色狼人	12	62012				
21013013	21013001	紫色狼人	13	62013				
21013014	21013001	紫色狼人	14	62014				
21013015	21013001	紫色狼人	15	62015				
21013016	21013001	紫色狼人	16	62016				
21013017	21013001	紫色狼人	17	62017				
21013018	21013001	紫色狼人	18	62018				
21013019	21013001	紫色狼人	19	62019				
21013020	21013001	紫色狼人	20	62020	9002	2	2	602002
21013021	21013001	紫色狼人	21	62021				
21013022	21013001	紫色狼人	22	62022				
21013023	21013001	紫色狼人	23	62023				
21013024	21013001	紫色狼人	24	62024				
21013025	21013001	紫色狼人	25	62025				
21013026	21013001	紫色狼人	26	62026				
21013027	21013001	紫色狼人	27	62027				
21013028	21013001	紫色狼人	28	62028				
21013029	21013001	紫色狼人	29	62029				
21013030	21013001	紫色狼人	30	62030	9003	3		602003
21013031	21013001	紫色狼人	31	62031				
21013032	21013001	紫色狼人	32	62032				
21013033	21013001	紫色狼人	33	62033				
21013034	21013001	紫色狼人	34	62034				
21013035	21013001	紫色狼人	35	62035				
21013036	21013001	紫色狼人	36	62036				
21013037	21013001	紫色狼人	37	62037				
21013038	21013001	紫色狼人	38	62038				
21013039	21013001	紫色狼人	39	62039				
21013040	21013001	紫色狼人	40	62040	9004	4	3	602004
21013041	21013001	紫色狼人	41	62041				
21013042	21013001	紫色狼人	42	62042				
21013043	21013001	紫色狼人	43	62043				
21013044	21013001	紫色狼人	44	62044				
21013045	21013001	紫色狼人	45	62045				
21013046	21013001	紫色狼人	46	62046				
21013047	21013001	紫色狼人	47	62047				
21013048	21013001	紫色狼人	48	62048				
21013049	21013001	紫色狼人	49	62049				
21013050	21013001	紫色狼人	50	62050	9005	5		602005
21013051	21013001	紫色狼人	51	62051				
21013052	21013001	紫色狼人	52	62052				
21013053	21013001	紫色狼人	53	62053				
21013054	21013001	紫色狼人	54	62054				
21013055	21013001	紫色狼人	55	62055				
21013056	21013001	紫色狼人	56	62056				
21013057	21013001	紫色狼人	57	62057				
21013058	21013001	紫色狼人	58	62058				
21013059	21013001	紫色狼人	59	62059				
21013060	21013001	紫色狼人	60	62060	9006	6	4	602006
21013061	21013001	紫色狼人	61	62061				
21013062	21013001	紫色狼人	62	62062				
21013063	21013001	紫色狼人	63	62063				
21013064	21013001	紫色狼人	64	62064				
21013065	21013001	紫色狼人	65	62065				
21013066	21013001	紫色狼人	66	62066				
21013067	21013001	紫色狼人	67	62067				
21013068	21013001	紫色狼人	68	62068				
21013069	21013001	紫色狼人	69	62069				
21013070	21013001	紫色狼人	70	62070	9007	7		602007
21013071	21013001	紫色狼人	71	62071				
21013072	21013001	紫色狼人	72	62072				
21013073	21013001	紫色狼人	73	62073				
21013074	21013001	紫色狼人	74	62074				
21013075	21013001	紫色狼人	75	62075				
21013076	21013001	紫色狼人	76	62076				
21013077	21013001	紫色狼人	77	62077				
21013078	21013001	紫色狼人	78	62078				
21013079	21013001	紫色狼人	79	62079				
21013080	21013001	紫色狼人	80	62080	9008	8	5	602008
21013081	21013001	紫色狼人	81	62081				
21013082	21013001	紫色狼人	82	62082				
21013083	21013001	紫色狼人	83	62083				
21013084	21013001	紫色狼人	84	62084				
21013085	21013001	紫色狼人	85	62085				
21013086	21013001	紫色狼人	86	62086				
21013087	21013001	紫色狼人	87	62087				
21013088	21013001	紫色狼人	88	62088				
21013089	21013001	紫色狼人	89	62089				
21013090	21013001	紫色狼人	90	62090	9009	9		602009
21013091	21013001	紫色狼人	91	62091				
21013092	21013001	紫色狼人	92	62092				
21013093	21013001	紫色狼人	93	62093				
21013094	21013001	紫色狼人	94	62094				
21013095	21013001	紫色狼人	95	62095				
21013096	21013001	紫色狼人	96	62096				
21013097	21013001	紫色狼人	97	62097				
21013098	21013001	紫色狼人	98	62098				
21013099	21013001	紫色狼人	99	62099				
21013100	21013001	紫色狼人	100	62100	9010	10	6	602010
21014001	21014001	橙色狼人	1	63001			1	
21014002	21014001	橙色狼人	2	63002				
21014003	21014001	橙色狼人	3	63003				
21014004	21014001	橙色狼人	4	63004				
21014005	21014001	橙色狼人	5	63005				
21014006	21014001	橙色狼人	6	63006				
21014007	21014001	橙色狼人	7	63007				
21014008	21014001	橙色狼人	8	63008				
21014009	21014001	橙色狼人	9	63009				
21014010	21014001	橙色狼人	10	63010	9001	1		603001
21014011	21014001	橙色狼人	11	63011				
21014012	21014001	橙色狼人	12	63012				
21014013	21014001	橙色狼人	13	63013				
21014014	21014001	橙色狼人	14	63014				
21014015	21014001	橙色狼人	15	63015				
21014016	21014001	橙色狼人	16	63016				
21014017	21014001	橙色狼人	17	63017				
21014018	21014001	橙色狼人	18	63018				
21014019	21014001	橙色狼人	19	63019				
21014020	21014001	橙色狼人	20	63020	9002	2	2	603002
21014021	21014001	橙色狼人	21	63021				
21014022	21014001	橙色狼人	22	63022				
21014023	21014001	橙色狼人	23	63023				
21014024	21014001	橙色狼人	24	63024				
21014025	21014001	橙色狼人	25	63025				
21014026	21014001	橙色狼人	26	63026				
21014027	21014001	橙色狼人	27	63027				
21014028	21014001	橙色狼人	28	63028				
21014029	21014001	橙色狼人	29	63029				
21014030	21014001	橙色狼人	30	63030	9003	3		603003
21014031	21014001	橙色狼人	31	63031				
21014032	21014001	橙色狼人	32	63032				
21014033	21014001	橙色狼人	33	63033				
21014034	21014001	橙色狼人	34	63034				
21014035	21014001	橙色狼人	35	63035				
21014036	21014001	橙色狼人	36	63036				
21014037	21014001	橙色狼人	37	63037				
21014038	21014001	橙色狼人	38	63038				
21014039	21014001	橙色狼人	39	63039				
21014040	21014001	橙色狼人	40	63040	9004	4	3	603004
21014041	21014001	橙色狼人	41	63041				
21014042	21014001	橙色狼人	42	63042				
21014043	21014001	橙色狼人	43	63043				
21014044	21014001	橙色狼人	44	63044				
21014045	21014001	橙色狼人	45	63045				
21014046	21014001	橙色狼人	46	63046				
21014047	21014001	橙色狼人	47	63047				
21014048	21014001	橙色狼人	48	63048				
21014049	21014001	橙色狼人	49	63049				
21014050	21014001	橙色狼人	50	63050	9005	5		603005
21014051	21014001	橙色狼人	51	63051				
21014052	21014001	橙色狼人	52	63052				
21014053	21014001	橙色狼人	53	63053				
21014054	21014001	橙色狼人	54	63054				
21014055	21014001	橙色狼人	55	63055				
21014056	21014001	橙色狼人	56	63056				
21014057	21014001	橙色狼人	57	63057				
21014058	21014001	橙色狼人	58	63058				
21014059	21014001	橙色狼人	59	63059				
21014060	21014001	橙色狼人	60	63060	9006	6	4	603006
21014061	21014001	橙色狼人	61	63061				
21014062	21014001	橙色狼人	62	63062				
21014063	21014001	橙色狼人	63	63063				
21014064	21014001	橙色狼人	64	63064				
21014065	21014001	橙色狼人	65	63065				
21014066	21014001	橙色狼人	66	63066				
21014067	21014001	橙色狼人	67	63067				
21014068	21014001	橙色狼人	68	63068				
21014069	21014001	橙色狼人	69	63069				
21014070	21014001	橙色狼人	70	63070	9007	7		603007
21014071	21014001	橙色狼人	71	63071				
21014072	21014001	橙色狼人	72	63072				
21014073	21014001	橙色狼人	73	63073				
21014074	21014001	橙色狼人	74	63074				
21014075	21014001	橙色狼人	75	63075				
21014076	21014001	橙色狼人	76	63076				
21014077	21014001	橙色狼人	77	63077				
21014078	21014001	橙色狼人	78	63078				
21014079	21014001	橙色狼人	79	63079				
21014080	21014001	橙色狼人	80	63080	9008	8	5	603008
21014081	21014001	橙色狼人	81	63081				
21014082	21014001	橙色狼人	82	63082				
21014083	21014001	橙色狼人	83	63083				
21014084	21014001	橙色狼人	84	63084				
21014085	21014001	橙色狼人	85	63085				
21014086	21014001	橙色狼人	86	63086				
21014087	21014001	橙色狼人	87	63087				
21014088	21014001	橙色狼人	88	63088				
21014089	21014001	橙色狼人	89	63089				
21014090	21014001	橙色狼人	90	63090	9009	9		603009
21014091	21014001	橙色狼人	91	63091				
21014092	21014001	橙色狼人	92	63092				
21014093	21014001	橙色狼人	93	63093				
21014094	21014001	橙色狼人	94	63094				
21014095	21014001	橙色狼人	95	63095				
21014096	21014001	橙色狼人	96	63096				
21014097	21014001	橙色狼人	97	63097				
21014098	21014001	橙色狼人	98	63098				
21014099	21014001	橙色狼人	99	63099				
21014100	21014001	橙色狼人	100	63100	9010	10	6	603010
22012001	22012001	蓝色南瓜魔	1	64001			1	
22012002	22012001	蓝色南瓜魔	2	64002				
22012003	22012001	蓝色南瓜魔	3	64003				
22012004	22012001	蓝色南瓜魔	4	64004				
22012005	22012001	蓝色南瓜魔	5	64005				
22012006	22012001	蓝色南瓜魔	6	64006				
22012007	22012001	蓝色南瓜魔	7	64007				
22012008	22012001	蓝色南瓜魔	8	64008				
22012009	22012001	蓝色南瓜魔	9	64009				
22012010	22012001	蓝色南瓜魔	10	64010	9001	1		604001
22012011	22012001	蓝色南瓜魔	11	64011				
22012012	22012001	蓝色南瓜魔	12	64012				
22012013	22012001	蓝色南瓜魔	13	64013				
22012014	22012001	蓝色南瓜魔	14	64014				
22012015	22012001	蓝色南瓜魔	15	64015				
22012016	22012001	蓝色南瓜魔	16	64016				
22012017	22012001	蓝色南瓜魔	17	64017				
22012018	22012001	蓝色南瓜魔	18	64018				
22012019	22012001	蓝色南瓜魔	19	64019				
22012020	22012001	蓝色南瓜魔	20	64020	9002	2	2	604002
22012021	22012001	蓝色南瓜魔	21	64021				
22012022	22012001	蓝色南瓜魔	22	64022				
22012023	22012001	蓝色南瓜魔	23	64023				
22012024	22012001	蓝色南瓜魔	24	64024				
22012025	22012001	蓝色南瓜魔	25	64025				
22012026	22012001	蓝色南瓜魔	26	64026				
22012027	22012001	蓝色南瓜魔	27	64027				
22012028	22012001	蓝色南瓜魔	28	64028				
22012029	22012001	蓝色南瓜魔	29	64029				
22012030	22012001	蓝色南瓜魔	30	64030	9003	3		604003
22012031	22012001	蓝色南瓜魔	31	64031				
22012032	22012001	蓝色南瓜魔	32	64032				
22012033	22012001	蓝色南瓜魔	33	64033				
22012034	22012001	蓝色南瓜魔	34	64034				
22012035	22012001	蓝色南瓜魔	35	64035				
22012036	22012001	蓝色南瓜魔	36	64036				
22012037	22012001	蓝色南瓜魔	37	64037				
22012038	22012001	蓝色南瓜魔	38	64038				
22012039	22012001	蓝色南瓜魔	39	64039				
22012040	22012001	蓝色南瓜魔	40	64040	9004	4	3	604004
22012041	22012001	蓝色南瓜魔	41	64041				
22012042	22012001	蓝色南瓜魔	42	64042				
22012043	22012001	蓝色南瓜魔	43	64043				
22012044	22012001	蓝色南瓜魔	44	64044				
22012045	22012001	蓝色南瓜魔	45	64045				
22012046	22012001	蓝色南瓜魔	46	64046				
22012047	22012001	蓝色南瓜魔	47	64047				
22012048	22012001	蓝色南瓜魔	48	64048				
22012049	22012001	蓝色南瓜魔	49	64049				
22012050	22012001	蓝色南瓜魔	50	64050	9005	5		604005
22012051	22012001	蓝色南瓜魔	51	64051				
22012052	22012001	蓝色南瓜魔	52	64052				
22012053	22012001	蓝色南瓜魔	53	64053				
22012054	22012001	蓝色南瓜魔	54	64054				
22012055	22012001	蓝色南瓜魔	55	64055				
22012056	22012001	蓝色南瓜魔	56	64056				
22012057	22012001	蓝色南瓜魔	57	64057				
22012058	22012001	蓝色南瓜魔	58	64058				
22012059	22012001	蓝色南瓜魔	59	64059				
22012060	22012001	蓝色南瓜魔	60	64060	9006	6	4	604006
22012061	22012001	蓝色南瓜魔	61	64061				
22012062	22012001	蓝色南瓜魔	62	64062				
22012063	22012001	蓝色南瓜魔	63	64063				
22012064	22012001	蓝色南瓜魔	64	64064				
22012065	22012001	蓝色南瓜魔	65	64065				
22012066	22012001	蓝色南瓜魔	66	64066				
22012067	22012001	蓝色南瓜魔	67	64067				
22012068	22012001	蓝色南瓜魔	68	64068				
22012069	22012001	蓝色南瓜魔	69	64069				
22012070	22012001	蓝色南瓜魔	70	64070	9007	7		604007
22012071	22012001	蓝色南瓜魔	71	64071				
22012072	22012001	蓝色南瓜魔	72	64072				
22012073	22012001	蓝色南瓜魔	73	64073				
22012074	22012001	蓝色南瓜魔	74	64074				
22012075	22012001	蓝色南瓜魔	75	64075				
22012076	22012001	蓝色南瓜魔	76	64076				
22012077	22012001	蓝色南瓜魔	77	64077				
22012078	22012001	蓝色南瓜魔	78	64078				
22012079	22012001	蓝色南瓜魔	79	64079				
22012080	22012001	蓝色南瓜魔	80	64080	9008	8	5	604008
22012081	22012001	蓝色南瓜魔	81	64081				
22012082	22012001	蓝色南瓜魔	82	64082				
22012083	22012001	蓝色南瓜魔	83	64083				
22012084	22012001	蓝色南瓜魔	84	64084				
22012085	22012001	蓝色南瓜魔	85	64085				
22012086	22012001	蓝色南瓜魔	86	64086				
22012087	22012001	蓝色南瓜魔	87	64087				
22012088	22012001	蓝色南瓜魔	88	64088				
22012089	22012001	蓝色南瓜魔	89	64089				
22012090	22012001	蓝色南瓜魔	90	64090	9009	9		604009
22012091	22012001	蓝色南瓜魔	91	64091				
22012092	22012001	蓝色南瓜魔	92	64092				
22012093	22012001	蓝色南瓜魔	93	64093				
22012094	22012001	蓝色南瓜魔	94	64094				
22012095	22012001	蓝色南瓜魔	95	64095				
22012096	22012001	蓝色南瓜魔	96	64096				
22012097	22012001	蓝色南瓜魔	97	64097				
22012098	22012001	蓝色南瓜魔	98	64098				
22012099	22012001	蓝色南瓜魔	99	64099				
22012100	22012001	蓝色南瓜魔	100	64100	9010	10	6	604010
22013001	22013001	紫色南瓜魔	1	65001			1	
22013002	22013001	紫色南瓜魔	2	65002				
22013003	22013001	紫色南瓜魔	3	65003				
22013004	22013001	紫色南瓜魔	4	65004				
22013005	22013001	紫色南瓜魔	5	65005				
22013006	22013001	紫色南瓜魔	6	65006				
22013007	22013001	紫色南瓜魔	7	65007				
22013008	22013001	紫色南瓜魔	8	65008				
22013009	22013001	紫色南瓜魔	9	65009				
22013010	22013001	紫色南瓜魔	10	65010	9001	1		605001
22013011	22013001	紫色南瓜魔	11	65011				
22013012	22013001	紫色南瓜魔	12	65012				
22013013	22013001	紫色南瓜魔	13	65013				
22013014	22013001	紫色南瓜魔	14	65014				
22013015	22013001	紫色南瓜魔	15	65015				
22013016	22013001	紫色南瓜魔	16	65016				
22013017	22013001	紫色南瓜魔	17	65017				
22013018	22013001	紫色南瓜魔	18	65018				
22013019	22013001	紫色南瓜魔	19	65019				
22013020	22013001	紫色南瓜魔	20	65020	9002	2	2	605002
22013021	22013001	紫色南瓜魔	21	65021				
22013022	22013001	紫色南瓜魔	22	65022				
22013023	22013001	紫色南瓜魔	23	65023				
22013024	22013001	紫色南瓜魔	24	65024				
22013025	22013001	紫色南瓜魔	25	65025				
22013026	22013001	紫色南瓜魔	26	65026				
22013027	22013001	紫色南瓜魔	27	65027				
22013028	22013001	紫色南瓜魔	28	65028				
22013029	22013001	紫色南瓜魔	29	65029				
22013030	22013001	紫色南瓜魔	30	65030	9003	3		605003
22013031	22013001	紫色南瓜魔	31	65031				
22013032	22013001	紫色南瓜魔	32	65032				
22013033	22013001	紫色南瓜魔	33	65033				
22013034	22013001	紫色南瓜魔	34	65034				
22013035	22013001	紫色南瓜魔	35	65035				
22013036	22013001	紫色南瓜魔	36	65036				
22013037	22013001	紫色南瓜魔	37	65037				
22013038	22013001	紫色南瓜魔	38	65038				
22013039	22013001	紫色南瓜魔	39	65039				
22013040	22013001	紫色南瓜魔	40	65040	9004	4	3	605004
22013041	22013001	紫色南瓜魔	41	65041				
22013042	22013001	紫色南瓜魔	42	65042				
22013043	22013001	紫色南瓜魔	43	65043				
22013044	22013001	紫色南瓜魔	44	65044				
22013045	22013001	紫色南瓜魔	45	65045				
22013046	22013001	紫色南瓜魔	46	65046				
22013047	22013001	紫色南瓜魔	47	65047				
22013048	22013001	紫色南瓜魔	48	65048				
22013049	22013001	紫色南瓜魔	49	65049				
22013050	22013001	紫色南瓜魔	50	65050	9005	5		605005
22013051	22013001	紫色南瓜魔	51	65051				
22013052	22013001	紫色南瓜魔	52	65052				
22013053	22013001	紫色南瓜魔	53	65053				
22013054	22013001	紫色南瓜魔	54	65054				
22013055	22013001	紫色南瓜魔	55	65055				
22013056	22013001	紫色南瓜魔	56	65056				
22013057	22013001	紫色南瓜魔	57	65057				
22013058	22013001	紫色南瓜魔	58	65058				
22013059	22013001	紫色南瓜魔	59	65059				
22013060	22013001	紫色南瓜魔	60	65060	9006	6	4	605006
22013061	22013001	紫色南瓜魔	61	65061				
22013062	22013001	紫色南瓜魔	62	65062				
22013063	22013001	紫色南瓜魔	63	65063				
22013064	22013001	紫色南瓜魔	64	65064				
22013065	22013001	紫色南瓜魔	65	65065				
22013066	22013001	紫色南瓜魔	66	65066				
22013067	22013001	紫色南瓜魔	67	65067				
22013068	22013001	紫色南瓜魔	68	65068				
22013069	22013001	紫色南瓜魔	69	65069				
22013070	22013001	紫色南瓜魔	70	65070	9007	7		605007
22013071	22013001	紫色南瓜魔	71	65071				
22013072	22013001	紫色南瓜魔	72	65072				
22013073	22013001	紫色南瓜魔	73	65073				
22013074	22013001	紫色南瓜魔	74	65074				
22013075	22013001	紫色南瓜魔	75	65075				
22013076	22013001	紫色南瓜魔	76	65076				
22013077	22013001	紫色南瓜魔	77	65077				
22013078	22013001	紫色南瓜魔	78	65078				
22013079	22013001	紫色南瓜魔	79	65079				
22013080	22013001	紫色南瓜魔	80	65080	9008	8	5	605008
22013081	22013001	紫色南瓜魔	81	65081				
22013082	22013001	紫色南瓜魔	82	65082				
22013083	22013001	紫色南瓜魔	83	65083				
22013084	22013001	紫色南瓜魔	84	65084				
22013085	22013001	紫色南瓜魔	85	65085				
22013086	22013001	紫色南瓜魔	86	65086				
22013087	22013001	紫色南瓜魔	87	65087				
22013088	22013001	紫色南瓜魔	88	65088				
22013089	22013001	紫色南瓜魔	89	65089				
22013090	22013001	紫色南瓜魔	90	65090	9009	9		605009
22013091	22013001	紫色南瓜魔	91	65091				
22013092	22013001	紫色南瓜魔	92	65092				
22013093	22013001	紫色南瓜魔	93	65093				
22013094	22013001	紫色南瓜魔	94	65094				
22013095	22013001	紫色南瓜魔	95	65095				
22013096	22013001	紫色南瓜魔	96	65096				
22013097	22013001	紫色南瓜魔	97	65097				
22013098	22013001	紫色南瓜魔	98	65098				
22013099	22013001	紫色南瓜魔	99	65099				
22013100	22013001	紫色南瓜魔	100	65100	9010	10	6	605010
22014001	22014001	橙色南瓜魔	1	66001			1	
22014002	22014001	橙色南瓜魔	2	66002				
22014003	22014001	橙色南瓜魔	3	66003				
22014004	22014001	橙色南瓜魔	4	66004				
22014005	22014001	橙色南瓜魔	5	66005				
22014006	22014001	橙色南瓜魔	6	66006				
22014007	22014001	橙色南瓜魔	7	66007				
22014008	22014001	橙色南瓜魔	8	66008				
22014009	22014001	橙色南瓜魔	9	66009				
22014010	22014001	橙色南瓜魔	10	66010	9001	1		606001
22014011	22014001	橙色南瓜魔	11	66011				
22014012	22014001	橙色南瓜魔	12	66012				
22014013	22014001	橙色南瓜魔	13	66013				
22014014	22014001	橙色南瓜魔	14	66014				
22014015	22014001	橙色南瓜魔	15	66015				
22014016	22014001	橙色南瓜魔	16	66016				
