id（type*1000+num）（职业[1-10]：战士=1、法师=2、弓箭手=3、骑士=4,其余预留）]、(装备基础属性[11-20])、（宝石[21-29]、史诗宝石[30-50]）、(皇冠碎片[51-60]）、（宠物升级[61-80]、（公会BUFF科技[81-90])、(称号[90]）、(称号[91-99]）、(技能龙纹[250-450])，（宠物进阶[600])、（测试怪物[500]、副本机关[1000]、怪物[1001-2010]、剧情副本怪物[100-110]、守卫人鱼怪物[2010（待定）]、时空裂隙怪物[111-119]、120公会BOSS、怪物攻城[121-129]），套装[3000-5000]，装备强化[10000-49999])	client_name	力量	智力	敏捷	体质	暴击等级	韧性等级	攻击	防御	生命	能量	精准等级	招架等级	冰系攻击	火系攻击	雷系攻击	冰系防御	火系防御	雷系防御	攻击速度	破甲	无视伤害	伤害加深	伤害减免	体力	蓝	移动速度	跑动速度(格/10s）	吸血	反伤	霸体值	是否怪物属性(1怪物,其余不填，仅客户端程序需要）
113014	时空裂缝BOSS3 14级	0	0	0	0	82	1	262	3317	12908	0	90	56	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113015	时空裂缝BOSS3 15级	0	0	0	0	110	2	288	3345	13781	0	90	68	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113016	时空裂缝BOSS3 16级	0	0	0	0	164	9	439	3393	18744	0	135	101	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113017	时空裂缝BOSS3 17级	0	0	0	0	183	11	479	3442	20143	0	135	101	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113018	时空裂缝BOSS3 18级	0	0	0	0	202	15	537	3470	22744	0	135	101	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113019	时空裂缝BOSS3 19级	0	0	0	0	221	18	568	3538	24544	0	135	135	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113020	时空裂缝BOSS3 20级	0	0	0	0	599	55	899	3538	34930	0	585	585	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113021	时空裂缝BOSS3 21级	0	0	0	0	1299	68	1122	3579	46321	0	653	630	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113022	时空裂缝BOSS3 22级	0	0	0	0	1359	80	1233	3579	50512	0	698	653	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113023	时空裂缝BOSS3 23级	0	0	0	0	1420	89	1347	3579	53495	0	698	653	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113024	时空裂缝BOSS3 24级	0	0	0	0	1570	111	1490	3579	58903	0	720	653	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113025	时空裂缝BOSS3 25级	0	0	0	0	1704	173	1846	3627	73108	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113026	时空裂缝BOSS3 26级	0	0	0	0	1763	247	2245	3655	88620	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113027	时空裂缝BOSS3 27级	0	0	0	0	1853	276	2406	3714	95013	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113028	时空裂缝BOSS3 28级	0	0	0	0	1942	310	2587	3742	103588	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113029	时空裂缝BOSS3 29级	0	0	0	0	2030	343	2739	3831	110589	0	754	754	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113030	时空裂缝BOSS3 30级	0	0	0	0	2691	480	3327	3859	131044	0	1204	1204	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113031	时空裂缝BOSS3 31级	0	0	0	0	4663	542	3579	3917	164371	0	1294	1238	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113032	时空裂缝BOSS3 32级	0	0	0	0	4930	595	3837	3917	175483	0	1406	1294	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113033	时空裂缝BOSS3 33级	0	0	0	0	5056	651	4114	3917	185646	0	1406	1294	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113034	时空裂缝BOSS3 34级	0	0	0	0	5448	719	4435	3917	197058	0	1463	1294	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113035	时空裂缝BOSS3 35级	0	0	0	0	5631	833	4820	3917	212011	0	1463	1350	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113036	时空裂缝BOSS3 36级	0	0	0	0	5915	1077	5620	3978	247481	0	1575	1440	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113037	时空裂缝BOSS3 37级	0	0	0	0	5995	1171	5954	4059	261886	0	1575	1440	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113038	时空裂缝BOSS3 38级	0	0	0	0	6076	1250	6253	4059	275476	0	1575	1440	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113039	时空裂缝BOSS3 39级	0	0	0	0	6156	1347	6568	4221	291993	0	1575	1575	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113040	时空裂缝BOSS3 40级	0	0	0	0	7026	1573	7374	4221	330860	0	2025	2025	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113041	时空裂缝BOSS3 41级	0	0	0	0	11213	1724	7838	4322	409486	0	2256	2138	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113042	时空裂缝BOSS3 42级	0	0	0	0	11429	1826	8284	4322	428088	0	2492	2256	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113043	时空裂缝BOSS3 43级	0	0	0	0	11644	1929	8686	4322	443695	0	2492	2256	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113044	时空裂缝BOSS3 44级	0	0	0	0	12694	2167	9237	4379	467047	0	2610	2256	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113045	时空裂缝BOSS3 45级	0	0	0	0	13178	2398	9754	4435	489910	0	2610	2374	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113046	时空裂缝BOSS3 46级	0	0	0	0	13907	2621	10501	4592	524877	0	2790	2520	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113047	时空裂缝BOSS3 47级	0	0	0	0	14219	2787	10970	4811	547214	0	2790	2520	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113048	时空裂缝BOSS3 48级	0	0	0	0	14529	2919	11351	4867	571154	0	2790	2520	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113049	时空裂缝BOSS3 49级	0	0	0	0	14838	3097	11777	5247	598319	0	2790	2790	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113050	时空裂缝BOSS3 50级	0	0	0	0	16145	3739	13516	5303	676856	0	3240	3240	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113051	时空裂缝BOSS3 51级	0	0	0	0	23809	4438	15438	5384	770047	0	3569	3330	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113052	时空裂缝BOSS3 52级	0	0	0	0	25288	4592	16082	5384	793324	0	4047	3569	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113053	时空裂缝BOSS3 53级	0	0	0	0	25546	4746	16802	5384	810542	0	4047	3569	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113054	时空裂缝BOSS3 54级	0	0	0	0	27822	4984	17698	5384	852828	0	4286	3569	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113055	时空裂缝BOSS3 55级	0	0	0	0	28734	5387	18989	5384	881617	0	4286	3808	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113056	时空裂缝BOSS3 56级	0	0	0	0	29384	5685	19651	5465	908104	0	4433	3926	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113057	时空裂缝BOSS3 57级	0	0	0	0	29630	5939	20284	5769	973874	0	4433	3926	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113058	时空裂缝BOSS3 58级	0	0	0	0	29876	6096	20927	5769	995122	0	4433	3926	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113059	时空裂缝BOSS3 59级	0	0	0	0	30121	6353	21465	6377	1050898	0	4433	4433	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113060	时空裂缝BOSS3 60级	0	0	0	0	31581	6728	23476	7277	1115028	0	4883	4883	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113061	时空裂缝BOSS3 61级	0	0	0	0	43796	6980	24187	7277	1139931	0	5237	4883	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113062	时空裂缝BOSS3 62级	0	0	0	0	44260	7194	25149	7277	1218840	0	5946	5237	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113063	时空裂缝BOSS3 63级	0	0	0	0	44723	7392	26115	7277	1240658	0	5946	5237	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113064	时空裂缝BOSS3 64级	0	0	0	0	48759	8231	27455	7277	1301281	0	6300	5237	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113065	时空裂缝BOSS3 65级	0	0	0	0	50374	8860	29442	7277	1337270	0	6300	5591	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113066	时空裂缝BOSS3 66级	0	0	0	0	53252	9220	30819	7277	1365133	0	6300	5591	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113067	时空裂缝BOSS3 67级	0	0	0	0	53686	9609	31741	7702	1450300	0	6300	5591	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113068	时空裂缝BOSS3 68级	0	0	0	0	54120	9821	32568	7702	1489834	0	6300	6341	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113069	时空裂缝BOSS3 69级	0	0	0	0	54552	10215	33305	8552	1557604	0	6300	7050	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113070	时空裂缝BOSS3 70级	0	0	0	0	56411	10670	35904	8552	1605197	0	7500	7500	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113071	时空裂缝BOSS3 71级	0	0	0	0	56837	11030	36937	8552	1638183	0	8006	7500	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113072	时空裂缝BOSS3 72级	0	0	0	0	60072	11340	38265	8665	1727441	0	9769	8006	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113073	时空裂缝BOSS3 73级	0	0	0	0	60489	11572	39417	8777	1753974	0	9769	8006	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113074	时空裂缝BOSS3 74级	0	0	0	0	65534	12098	41264	8890	1809968	0	10275	8006	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113075	时空裂缝BOSS3 75级	0	0	0	0	67457	12981	43572	9002	1851588	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113076	时空裂缝BOSS3 76级	0	0	0	0	67860	13484	44785	9115	1919107	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113077	时空裂缝BOSS3 77级	0	0	0	0	68262	14109	46051	9835	2021909	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113078	时空裂缝BOSS3 78级	0	0	0	0	68941	14360	47071	9947	2060178	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113079	时空裂缝BOSS3 79级	0	0	0	0	69619	15001	47987	11162	2144780	0	10275	9525	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113080	时空裂缝BOSS3 80级	0	0	0	0	71617	15517	51380	12062	2238044	0	10725	9975	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113081	时空裂缝BOSS3 81级	0	0	0	0	72418	16132	53488	12062	2324000	0	11484	9975	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113082	时空裂缝BOSS3 82级	0	0	0	0	73216	16777	55638	12062	2445620	0	13003	10734	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113083	时空裂缝BOSS3 83级	0	0	0	0	74011	17086	57193	12062	2490970	0	13003	10734	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113084	时空裂缝BOSS3 84级	0	0	0	0	81310	19048	60057	12062	2585980	0	13763	10734	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113085	时空裂缝BOSS3 85级	0	0	0	0	83947	20399	63913	12062	2638577	0	13763	11494	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113086	时空裂缝BOSS3 86级	0	0	0	0	86534	21300	68583	12062	2746298	0	13763	11494	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113087	时空裂缝BOSS3 87级	0	0	0	0	87032	22734	70796	12974	2906052	0	13763	11494	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113088	时空裂缝BOSS3 88级	0	0	0	0	87529	23085	72398	12974	2997736	0	13763	12244	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113089	时空裂缝BOSS3 89级	0	0	0	0	88026	24542	73695	14796	3119832	0	13763	13763	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113090	时空裂缝BOSS3 90级	0	0	0	0	89757	25189	79153	14796	3175265	0	14963	14213	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113091	时空裂缝BOSS3 91级	0	0	0	0	90250	26608	81913	14796	3266876	0	16228	14213	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113092	时空裂缝BOSS3 92级	0	0	0	0	95219	26985	85159	14796	3375666	0	19509	15478	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113093	时空裂缝BOSS3 93级	0	0	0	0	95704	27363	86805	14796	3404859	0	19509	15478	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113094	时空裂缝BOSS3 94级	0	0	0	0	106245	28381	91771	14796	3485137	0	20775	15478	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113095	时空裂缝BOSS3 95级	0	0	0	0	110005	30524	95659	14796	3550041	0	20775	16744	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113096	时空裂缝BOSS3 96级	0	0	0	0	110470	31157	96751	14796	3651822	0	20775	16744	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113097	时空裂缝BOSS3 97级	0	0	0	0	110935	32201	99412	16315	3776649	0	20775	16744	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113098	时空裂缝BOSS3 98级	0	0	0	0	111400	32593	100769	16315	3813113	0	20775	16744	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113099	时空裂缝BOSS3 99级	0	0	0	0	111864	33646	102640	19352	3957543	0	20775	19275	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
113100	时空裂缝BOSS3 100级	0	0	0	0	113965	34399	106902	19577	4013452	0	21225	19725	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114001	时空裂缝BOSS4 1级	0	0	0	0	0	0	5	8	157	0	0	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114002	时空裂缝BOSS4 2级	0	0	0	0	0	0	20	71	1087	0	11	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114003	时空裂缝BOSS4 3级	0	0	0	0	0	0	30	155	1357	0	34	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114004	时空裂缝BOSS4 4级	0	0	0	0	0	0	35	294	1495	0	34	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114005	时空裂缝BOSS4 5级	0	0	0	0	0	0	53	497	1756	0	45	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114006	时空裂缝BOSS4 6级	0	0	0	0	0	0	69	771	2209	0	45	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114007	时空裂缝BOSS4 7级	0	0	0	0	0	0	80	1134	2517	0	45	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114008	时空裂缝BOSS4 8级	0	0	0	0	0	0	102	1570	2830	0	45	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114009	时空裂缝BOSS4 9级	0	0	0	0	0	0	107	2096	3033	0	45	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114010	时空裂缝BOSS4 10级	0	0	0	0	0	0	126	2717	3332	0	45	0	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114011	时空裂缝BOSS4 11级	0	0	0	0	72	0	159	2717	4596	0	56	45	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114012	时空裂缝BOSS4 12级	0	0	0	0	72	0	212	2717	8544	0	79	56	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114013	时空裂缝BOSS4 13级	0	0	0	0	72	1	253	2740	8900	0	79	56	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114014	时空裂缝BOSS4 14级	0	0	0	0	164	1	328	2764	10756	0	90	56	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114015	时空裂缝BOSS4 15级	0	0	0	0	219	2	359	2787	11484	0	90	68	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114016	时空裂缝BOSS4 16级	0	0	0	0	329	9	549	2828	15620	0	135	101	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114017	时空裂缝BOSS4 17级	0	0	0	0	366	11	598	2868	16785	0	135	101	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114018	时空裂缝BOSS4 18级	0	0	0	0	404	15	671	2891	18954	0	135	101	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114019	时空裂缝BOSS4 19级	0	0	0	0	441	18	710	2949	20453	0	135	135	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114020	时空裂缝BOSS4 20级	0	0	0	0	1199	55	1124	2949	29108	0	585	585	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114021	时空裂缝BOSS4 21级	0	0	0	0	2597	68	1402	2982	38600	0	653	630	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114022	时空裂缝BOSS4 22级	0	0	0	0	2719	80	1541	2982	42093	0	698	653	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114023	时空裂缝BOSS4 23级	0	0	0	0	2840	89	1684	2982	44579	0	698	653	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114024	时空裂缝BOSS4 24级	0	0	0	0	3140	111	1862	2982	49086	0	720	653	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114025	时空裂缝BOSS4 25级	0	0	0	0	3408	173	2308	3023	60923	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114026	时空裂缝BOSS4 26级	0	0	0	0	3526	247	2807	3046	73850	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114027	时空裂缝BOSS4 27级	0	0	0	0	3705	276	3008	3095	79178	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114028	时空裂缝BOSS4 28级	0	0	0	0	3884	310	3234	3118	86323	0	754	703	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114029	时空裂缝BOSS4 29级	0	0	0	0	4061	343	3424	3192	92157	0	754	754	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114030	时空裂缝BOSS4 30级	0	0	0	0	5382	480	4159	3216	109203	0	1204	1204	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114031	时空裂缝BOSS4 31级	0	0	0	0	9325	542	4474	3265	136976	0	1294	1238	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114032	时空裂缝BOSS4 32级	0	0	0	0	9860	595	4796	3265	146235	0	1406	1294	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114033	时空裂缝BOSS4 33级	0	0	0	0	10113	651	5143	3265	154705	0	1406	1294	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114034	时空裂缝BOSS4 34级	0	0	0	0	10896	719	5543	3265	164215	0	1463	1294	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114035	时空裂缝BOSS4 35级	0	0	0	0	11263	833	6025	3265	176676	0	1463	1350	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114036	时空裂缝BOSS4 36级	0	0	0	0	11830	1077	7025	3315	206234	0	1575	1440	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114037	时空裂缝BOSS4 37级	0	0	0	0	11991	1171	7442	3383	218238	0	1575	1440	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114038	时空裂缝BOSS4 38级	0	0	0	0	12151	1250	7816	3383	229563	0	1575	1440	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114039	时空裂缝BOSS4 39级	0	0	0	0	12312	1347	8210	3518	243328	0	1575	1575	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114040	时空裂缝BOSS4 40级	0	0	0	0	14052	1573	9218	3518	275717	0	2025	2025	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114041	时空裂缝BOSS4 41级	0	0	0	0	22425	1724	9797	3602	341239	0	2256	2138	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114042	时空裂缝BOSS4 42级	0	0	0	0	22858	1826	10355	3602	356740	0	2492	2256	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114043	时空裂缝BOSS4 43级	0	0	0	0	23289	1929	10857	3602	369746	0	2492	2256	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114044	时空裂缝BOSS4 44级	0	0	0	0	25387	2167	11547	3649	389205	0	2610	2256	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114045	时空裂缝BOSS4 45级	0	0	0	0	26356	2398	12192	3696	408259	0	2610	2374	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114046	时空裂缝BOSS4 46级	0	0	0	0	27813	2621	13126	3827	437398	0	2790	2520	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114047	时空裂缝BOSS4 47级	0	0	0	0	28437	2787	13712	4009	456011	0	2790	2520	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114048	时空裂缝BOSS4 48级	0	0	0	0	29058	2919	14188	4056	475962	0	2790	2520	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114049	时空裂缝BOSS4 49级	0	0	0	0	29676	3097	14721	4373	498599	0	2790	2790	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114050	时空裂缝BOSS4 50级	0	0	0	0	32291	3739	16895	4420	564047	0	3240	3240	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114051	时空裂缝BOSS4 51级	0	0	0	0	47618	4438	19297	4487	641706	0	3569	3330	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114052	时空裂缝BOSS4 52级	0	0	0	0	50577	4592	20102	4487	661103	0	4047	3569	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114053	时空裂缝BOSS4 53级	0	0	0	0	51092	4746	21003	4487	675452	0	4047	3569	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114054	时空裂缝BOSS4 54级	0	0	0	0	55644	4984	22122	4487	710690	0	4286	3569	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114055	时空裂缝BOSS4 55级	0	0	0	0	57468	5387	23736	4487	734681	0	4286	3808	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114056	时空裂缝BOSS4 56级	0	0	0	0	58768	5685	24563	4555	756754	0	4433	3926	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114057	时空裂缝BOSS4 57级	0	0	0	0	59260	5939	25355	4808	811562	0	4433	3926	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114058	时空裂缝BOSS4 58级	0	0	0	0	59752	6096	26159	4808	829268	0	4433	3926	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114059	时空裂缝BOSS4 59级	0	0	0	0	60243	6353	26832	5314	875748	0	4433	4433	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114060	时空裂缝BOSS4 60级	0	0	0	0	63162	6728	29345	6064	929190	0	4883	4883	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114061	时空裂缝BOSS4 61级	0	0	0	0	87592	6980	30234	6064	949942	0	5237	4883	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114062	时空裂缝BOSS4 62级	0	0	0	0	88521	7194	31437	6064	1015700	0	5946	5237	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114063	时空裂缝BOSS4 63级	0	0	0	0	89446	7392	32644	6064	1033882	0	5946	5237	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114064	时空裂缝BOSS4 64级	0	0	0	0	97517	8231	34319	6064	1084401	0	6300	5237	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114065	时空裂缝BOSS4 65级	0	0	0	0	100748	8860	36802	6064	1114392	0	6300	5591	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114066	时空裂缝BOSS4 66级	0	0	0	0	106504	9220	38524	6064	1137611	0	6300	5591	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114067	时空裂缝BOSS4 67级	0	0	0	0	107373	9609	39676	6418	1208583	0	6300	5591	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114068	时空裂缝BOSS4 68级	0	0	0	0	108239	9821	40711	6418	1241528	0	6300	6341	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114069	时空裂缝BOSS4 69级	0	0	0	0	109103	10215	41631	7127	1298003	0	6300	7050	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114070	时空裂缝BOSS4 70级	0	0	0	0	112822	10670	44880	7127	1337664	0	7500	7500	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114071	时空裂缝BOSS4 71级	0	0	0	0	113675	11030	46171	7127	1365152	0	8006	7500	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114072	时空裂缝BOSS4 72级	0	0	0	0	120143	11340	47831	7221	1439534	0	9769	8006	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114073	时空裂缝BOSS4 73级	0	0	0	0	120979	11572	49271	7315	1461645	0	9769	8006	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114074	时空裂缝BOSS4 74级	0	0	0	0	131069	12098	51580	7408	1508307	0	10275	8006	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114075	时空裂缝BOSS4 75级	0	0	0	0	134915	12981	54464	7502	1542990	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114076	时空裂缝BOSS4 76级	0	0	0	0	135720	13484	55982	7596	1599256	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114077	时空裂缝BOSS4 77级	0	0	0	0	136524	14109	57564	8196	1684924	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114078	时空裂缝BOSS4 78级	0	0	0	0	137883	14360	58839	8290	1716815	0	10275	8513	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114079	时空裂缝BOSS4 79级	0	0	0	0	139237	15001	59984	9302	1787317	0	10275	9525	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114080	时空裂缝BOSS4 80级	0	0	0	0	143233	15517	64225	10052	1865036	0	10725	9975	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
114081	时空裂缝BOSS4 81级	0	0	0	0	144835	16132	66860	10052	1936667	0	11484	9975	0	0	0	20	20	20	0	0	0	0	0	0	0	60	90				1
