索引id	技能id	技能等级	技能消耗	技能升级伤害
10910081	10910001	81	10081	4050
10910082	10910001	82	10082	4100
10910083	10910001	83	10083	4150
10910084	10910001	84	10084	4200
10910085	10910001	85	10085	4250
10910086	10910001	86	10086	4300
10910087	10910001	87	10087	4350
10910088	10910001	88	10088	4400
10910089	10910001	89	10089	4450
10910090	10910001	90	10090	4500
10910091	10910001	91	10091	4550
10910092	10910001	92	10092	4600
10910093	10910001	93	10093	4650
10910094	10910001	94	10094	4700
10910095	10910001	95	10095	4750
10910096	10910001	96	10096	4800
10910097	10910001	97	10097	4850
10910098	10910001	98	10098	4900
10910099	10910001	99	10099	4950
10910100	10910001	100	10100	5000
11010001	11010001	1	10001	50
11010002	11010001	2	10002	100
11010003	11010001	3	10003	150
11010004	11010001	4	10004	200
11010005	11010001	5	10005	250
11010006	11010001	6	10006	300
11010007	11010001	7	10007	350
11010008	11010001	8	10008	400
11010009	11010001	9	10009	450
11010010	11010001	10	10010	500
11010011	11010001	11	10011	550
11010012	11010001	12	10012	600
11010013	11010001	13	10013	650
11010014	11010001	14	10014	700
11010015	11010001	15	10015	750
11010016	11010001	16	10016	800
11010017	11010001	17	10017	850
11010018	11010001	18	10018	900
11010019	11010001	19	10019	950
11010020	11010001	20	10020	1000
11010021	11010001	21	10021	1050
11010022	11010001	22	10022	1100
11010023	11010001	23	10023	1150
11010024	11010001	24	10024	1200
11010025	11010001	25	10025	1250
11010026	11010001	26	10026	1300
11010027	11010001	27	10027	1350
11010028	11010001	28	10028	1400
11010029	11010001	29	10029	1450
11010030	11010001	30	10030	1500
11010031	11010001	31	10031	1550
11010032	11010001	32	10032	1600
11010033	11010001	33	10033	1650
11010034	11010001	34	10034	1700
11010035	11010001	35	10035	1750
11010036	11010001	36	10036	1800
11010037	11010001	37	10037	1850
11010038	11010001	38	10038	1900
11010039	11010001	39	10039	1950
11010040	11010001	40	10040	2000
11010041	11010001	41	10041	2050
11010042	11010001	42	10042	2100
11010043	11010001	43	10043	2150
11010044	11010001	44	10044	2200
11010045	11010001	45	10045	2250
11010046	11010001	46	10046	2300
11010047	11010001	47	10047	2350
11010048	11010001	48	10048	2400
11010049	11010001	49	10049	2450
11010050	11010001	50	10050	2500
11010051	11010001	51	10051	2550
11010052	11010001	52	10052	2600
11010053	11010001	53	10053	2650
11010054	11010001	54	10054	2700
11010055	11010001	55	10055	2750
11010056	11010001	56	10056	2800
11010057	11010001	57	10057	2850
11010058	11010001	58	10058	2900
11010059	11010001	59	10059	2950
11010060	11010001	60	10060	3000
11010061	11010001	61	10061	3050
11010062	11010001	62	10062	3100
11010063	11010001	63	10063	3150
11010064	11010001	64	10064	3200
11010065	11010001	65	10065	3250
11010066	11010001	66	10066	3300
11010067	11010001	67	10067	3350
11010068	11010001	68	10068	3400
11010069	11010001	69	10069	3450
11010070	11010001	70	10070	3500
11010071	11010001	71	10071	3550
11010072	11010001	72	10072	3600
11010073	11010001	73	10073	3650
11010074	11010001	74	10074	3700
11010075	11010001	75	10075	3750
11010076	11010001	76	10076	3800
11010077	11010001	77	10077	3850
11010078	11010001	78	10078	3900
11010079	11010001	79	10079	3950
11010080	11010001	80	10080	4000
11010081	11010001	81	10081	4050
11010082	11010001	82	10082	4100
11010083	11010001	83	10083	4150
11010084	11010001	84	10084	4200
11010085	11010001	85	10085	4250
11010086	11010001	86	10086	4300
11010087	11010001	87	10087	4350
11010088	11010001	88	10088	4400
11010089	11010001	89	10089	4450
11010090	11010001	90	10090	4500
11010091	11010001	91	10091	4550
11010092	11010001	92	10092	4600
11010093	11010001	93	10093	4650
11010094	11010001	94	10094	4700
11010095	11010001	95	10095	4750
11010096	11010001	96	10096	4800
11010097	11010001	97	10097	4850
11010098	11010001	98	10098	4900
11010099	11010001	99	10099	4950
11010100	11010001	100	10100	5000
11110001	11110001	1	10001	50
11110002	11110001	2	10002	100
11110003	11110001	3	10003	150
11110004	11110001	4	10004	200
11110005	11110001	5	10005	250
11110006	11110001	6	10006	300
11110007	11110001	7	10007	350
11110008	11110001	8	10008	400
11110009	11110001	9	10009	450
11110010	11110001	10	10010	500
11110011	11110001	11	10011	550
11110012	11110001	12	10012	600
11110013	11110001	13	10013	650
11110014	11110001	14	10014	700
11110015	11110001	15	10015	750
11110016	11110001	16	10016	800
11110017	11110001	17	10017	850
11110018	11110001	18	10018	900
11110019	11110001	19	10019	950
11110020	11110001	20	10020	1000
11110021	11110001	21	10021	1050
11110022	11110001	22	10022	1100
11110023	11110001	23	10023	1150
11110024	11110001	24	10024	1200
11110025	11110001	25	10025	1250
11110026	11110001	26	10026	1300
11110027	11110001	27	10027	1350
11110028	11110001	28	10028	1400
11110029	11110001	29	10029	1450
11110030	11110001	30	10030	1500
11110031	11110001	31	10031	1550
11110032	11110001	32	10032	1600
11110033	11110001	33	10033	1650
11110034	11110001	34	10034	1700
11110035	11110001	35	10035	1750
11110036	11110001	36	10036	1800
11110037	11110001	37	10037	1850
11110038	11110001	38	10038	1900
11110039	11110001	39	10039	1950
11110040	11110001	40	10040	2000
11110041	11110001	41	10041	2050
11110042	11110001	42	10042	2100
11110043	11110001	43	10043	2150
11110044	11110001	44	10044	2200
11110045	11110001	45	10045	2250
11110046	11110001	46	10046	2300
11110047	11110001	47	10047	2350
11110048	11110001	48	10048	2400
11110049	11110001	49	10049	2450
11110050	11110001	50	10050	2500
11110051	11110001	51	10051	2550
11110052	11110001	52	10052	2600
11110053	11110001	53	10053	2650
11110054	11110001	54	10054	2700
11110055	11110001	55	10055	2750
11110056	11110001	56	10056	2800
11110057	11110001	57	10057	2850
11110058	11110001	58	10058	2900
11110059	11110001	59	10059	2950
11110060	11110001	60	10060	3000
11110061	11110001	61	10061	3050
11110062	11110001	62	10062	3100
11110063	11110001	63	10063	3150
11110064	11110001	64	10064	3200
11110065	11110001	65	10065	3250
11110066	11110001	66	10066	3300
11110067	11110001	67	10067	3350
11110068	11110001	68	10068	3400
11110069	11110001	69	10069	3450
11110070	11110001	70	10070	3500
11110071	11110001	71	10071	3550
11110072	11110001	72	10072	3600
11110073	11110001	73	10073	3650
11110074	11110001	74	10074	3700
11110075	11110001	75	10075	3750
11110076	11110001	76	10076	3800
11110077	11110001	77	10077	3850
11110078	11110001	78	10078	3900
11110079	11110001	79	10079	3950
11110080	11110001	80	10080	4000
11110081	11110001	81	10081	4050
11110082	11110001	82	10082	4100
11110083	11110001	83	10083	4150
11110084	11110001	84	10084	4200
11110085	11110001	85	10085	4250
11110086	11110001	86	10086	4300
11110087	11110001	87	10087	4350
11110088	11110001	88	10088	4400
11110089	11110001	89	10089	4450
11110090	11110001	90	10090	4500
11110091	11110001	91	10091	4550
11110092	11110001	92	10092	4600
11110093	11110001	93	10093	4650
11110094	11110001	94	10094	4700
11110095	11110001	95	10095	4750
11110096	11110001	96	10096	4800
11110097	11110001	97	10097	4850
11110098	11110001	98	10098	4900
11110099	11110001	99	10099	4950
11110100	11110001	100	10100	5000
11210001	11210001	1	10001	50
11210002	11210001	2	10002	100
11210003	11210001	3	10003	150
11210004	11210001	4	10004	200
11210005	11210001	5	10005	250
11210006	11210001	6	10006	300
11210007	11210001	7	10007	350
11210008	11210001	8	10008	400
11210009	11210001	9	10009	450
11210010	11210001	10	10010	500
11210011	11210001	11	10011	550
11210012	11210001	12	10012	600
11210013	11210001	13	10013	650
11210014	11210001	14	10014	700
11210015	11210001	15	10015	750
11210016	11210001	16	10016	800
11210017	11210001	17	10017	850
11210018	11210001	18	10018	900
11210019	11210001	19	10019	950
11210020	11210001	20	10020	1000
11210021	11210001	21	10021	1050
11210022	11210001	22	10022	1100
11210023	11210001	23	10023	1150
11210024	11210001	24	10024	1200
11210025	11210001	25	10025	1250
11210026	11210001	26	10026	1300
11210027	11210001	27	10027	1350
11210028	11210001	28	10028	1400
11210029	11210001	29	10029	1450
11210030	11210001	30	10030	1500
11210031	11210001	31	10031	1550
11210032	11210001	32	10032	1600
11210033	11210001	33	10033	1650
11210034	11210001	34	10034	1700
11210035	11210001	35	10035	1750
11210036	11210001	36	10036	1800
11210037	11210001	37	10037	1850
11210038	11210001	38	10038	1900
11210039	11210001	39	10039	1950
11210040	11210001	40	10040	2000
11210041	11210001	41	10041	2050
11210042	11210001	42	10042	2100
11210043	11210001	43	10043	2150
11210044	11210001	44	10044	2200
11210045	11210001	45	10045	2250
11210046	11210001	46	10046	2300
11210047	11210001	47	10047	2350
11210048	11210001	48	10048	2400
11210049	11210001	49	10049	2450
11210050	11210001	50	10050	2500
11210051	11210001	51	10051	2550
11210052	11210001	52	10052	2600
11210053	11210001	53	10053	2650
11210054	11210001	54	10054	2700
11210055	11210001	55	10055	2750
11210056	11210001	56	10056	2800
11210057	11210001	57	10057	2850
11210058	11210001	58	10058	2900
11210059	11210001	59	10059	2950
11210060	11210001	60	10060	3000
11210061	11210001	61	10061	3050
11210062	11210001	62	10062	3100
11210063	11210001	63	10063	3150
11210064	11210001	64	10064	3200
11210065	11210001	65	10065	3250
11210066	11210001	66	10066	3300
11210067	11210001	67	10067	3350
11210068	11210001	68	10068	3400
11210069	11210001	69	10069	3450
11210070	11210001	70	10070	3500
11210071	11210001	71	10071	3550
11210072	11210001	72	10072	3600
11210073	11210001	73	10073	3650
11210074	11210001	74	10074	3700
11210075	11210001	75	10075	3750
11210076	11210001	76	10076	3800
11210077	11210001	77	10077	3850
11210078	11210001	78	10078	3900
11210079	11210001	79	10079	3950
11210080	11210001	80	10080	4000
11210081	11210001	81	10081	4050
11210082	11210001	82	10082	4100
11210083	11210001	83	10083	4150
11210084	11210001	84	10084	4200
11210085	11210001	85	10085	4250
11210086	11210001	86	10086	4300
11210087	11210001	87	10087	4350
11210088	11210001	88	10088	4400
11210089	11210001	89	10089	4450
11210090	11210001	90	10090	4500
11210091	11210001	91	10091	4550
11210092	11210001	92	10092	4600
11210093	11210001	93	10093	4650
11210094	11210001	94	10094	4700
11210095	11210001	95	10095	4750
11210096	11210001	96	10096	4800
11210097	11210001	97	10097	4850
11210098	11210001	98	10098	4900
11210099	11210001	99	10099	4950
11210100	11210001	100	10100	5000
11310001	11310001	1	10001	50
11310002	11310001	2	10002	100
11310003	11310001	3	10003	150
11310004	11310001	4	10004	200
11310005	11310001	5	10005	250
11310006	11310001	6	10006	300
11310007	11310001	7	10007	350
11310008	11310001	8	10008	400
11310009	11310001	9	10009	450
11310010	11310001	10	10010	500
11310011	11310001	11	10011	550
11310012	11310001	12	10012	600
11310013	11310001	13	10013	650
11310014	11310001	14	10014	700
11310015	11310001	15	10015	750
11310016	11310001	16	10016	800
11310017	11310001	17	10017	850
11310018	11310001	18	10018	900
11310019	11310001	19	10019	950
11310020	11310001	20	10020	1000
11310021	11310001	21	10021	1050
11310022	11310001	22	10022	1100
11310023	11310001	23	10023	1150
11310024	11310001	24	10024	1200
11310025	11310001	25	10025	1250
11310026	11310001	26	10026	1300
11310027	11310001	27	10027	1350
11310028	11310001	28	10028	1400
11310029	11310001	29	10029	1450
11310030	11310001	30	10030	1500
11310031	11310001	31	10031	1550
11310032	11310001	32	10032	1600
11310033	11310001	33	10033	1650
11310034	11310001	34	10034	1700
11310035	11310001	35	10035	1750
11310036	11310001	36	10036	1800
11310037	11310001	37	10037	1850
11310038	11310001	38	10038	1900
11310039	11310001	39	10039	1950
11310040	11310001	40	10040	2000
11310041	11310001	41	10041	2050
11310042	11310001	42	10042	2100
11310043	11310001	43	10043	2150
11310044	11310001	44	10044	2200
11310045	11310001	45	10045	2250
11310046	11310001	46	10046	2300
11310047	11310001	47	10047	2350
11310048	11310001	48	10048	2400
11310049	11310001	49	10049	2450
11310050	11310001	50	10050	2500
11310051	11310001	51	10051	2550
11310052	11310001	52	10052	2600
11310053	11310001	53	10053	2650
11310054	11310001	54	10054	2700
11310055	11310001	55	10055	2750
11310056	11310001	56	10056	2800
11310057	11310001	57	10057	2850
11310058	11310001	58	10058	2900
11310059	11310001	59	10059	2950
11310060	11310001	60	10060	3000
11310061	11310001	61	10061	3050
11310062	11310001	62	10062	3100
11310063	11310001	63	10063	3150
11310064	11310001	64	10064	3200
11310065	11310001	65	10065	3250
11310066	11310001	66	10066	3300
11310067	11310001	67	10067	3350
11310068	11310001	68	10068	3400
11310069	11310001	69	10069	3450
11310070	11310001	70	10070	3500
11310071	11310001	71	10071	3550
11310072	11310001	72	10072	3600
11310073	11310001	73	10073	3650
11310074	11310001	74	10074	3700
11310075	11310001	75	10075	3750
11310076	11310001	76	10076	3800
11310077	11310001	77	10077	3850
11310078	11310001	78	10078	3900
11310079	11310001	79	10079	3950
11310080	11310001	80	10080	4000
11310081	11310001	81	10081	4050
11310082	11310001	82	10082	4100
11310083	11310001	83	10083	4150
11310084	11310001	84	10084	4200
11310085	11310001	85	10085	4250
11310086	11310001	86	10086	4300
11310087	11310001	87	10087	4350
11310088	11310001	88	10088	4400
11310089	11310001	89	10089	4450
11310090	11310001	90	10090	4500
11310091	11310001	91	10091	4550
11310092	11310001	92	10092	4600
11310093	11310001	93	10093	4650
11310094	11310001	94	10094	4700
11310095	11310001	95	10095	4750
11310096	11310001	96	10096	4800
11310097	11310001	97	10097	4850
11310098	11310001	98	10098	4900
11310099	11310001	99	10099	4950
11310100	11310001	100	10100	5000
11410001	11410001	1	10001	50
11410002	11410001	2	10002	100
11410003	11410001	3	10003	150
11410004	11410001	4	10004	200
11410005	11410001	5	10005	250
11410006	11410001	6	10006	300
11410007	11410001	7	10007	350
11410008	11410001	8	10008	400
11410009	11410001	9	10009	450
11410010	11410001	10	10010	500
11410011	11410001	11	10011	550
11410012	11410001	12	10012	600
11410013	11410001	13	10013	650
11410014	11410001	14	10014	700
11410015	11410001	15	10015	750
11410016	11410001	16	10016	800
11410017	11410001	17	10017	850
11410018	11410001	18	10018	900
11410019	11410001	19	10019	950
11410020	11410001	20	10020	1000
11410021	11410001	21	10021	1050
11410022	11410001	22	10022	1100
11410023	11410001	23	10023	1150
11410024	11410001	24	10024	1200
11410025	11410001	25	10025	1250
11410026	11410001	26	10026	1300
11410027	11410001	27	10027	1350
11410028	11410001	28	10028	1400
11410029	11410001	29	10029	1450
11410030	11410001	30	10030	1500
11410031	11410001	31	10031	1550
11410032	11410001	32	10032	1600
11410033	11410001	33	10033	1650
11410034	11410001	34	10034	1700
11410035	11410001	35	10035	1750
11410036	11410001	36	10036	1800
11410037	11410001	37	10037	1850
11410038	11410001	38	10038	1900
11410039	11410001	39	10039	1950
11410040	11410001	40	10040	2000
11410041	11410001	41	10041	2050
11410042	11410001	42	10042	2100
11410043	11410001	43	10043	2150
11410044	11410001	44	10044	2200
11410045	11410001	45	10045	2250
11410046	11410001	46	10046	2300
11410047	11410001	47	10047	2350
11410048	11410001	48	10048	2400
11410049	11410001	49	10049	2450
11410050	11410001	50	10050	2500
11410051	11410001	51	10051	2550
11410052	11410001	52	10052	2600
11410053	11410001	53	10053	2650
11410054	11410001	54	10054	2700
11410055	11410001	55	10055	2750
11410056	11410001	56	10056	2800
11410057	11410001	57	10057	2850
11410058	11410001	58	10058	2900
11410059	11410001	59	10059	2950
11410060	11410001	60	10060	3000
11410061	11410001	61	10061	3050
11410062	11410001	62	10062	3100
11410063	11410001	63	10063	3150
11410064	11410001	64	10064	3200
11410065	11410001	65	10065	3250
11410066	11410001	66	10066	3300
11410067	11410001	67	10067	3350
11410068	11410001	68	10068	3400
11410069	11410001	69	10069	3450
11410070	11410001	70	10070	3500
11410071	11410001	71	10071	3550
11410072	11410001	72	10072	3600
11410073	11410001	73	10073	3650
11410074	11410001	74	10074	3700
11410075	11410001	75	10075	3750
11410076	11410001	76	10076	3800
11410077	11410001	77	10077	3850
11410078	11410001	78	10078	3900
11410079	11410001	79	10079	3950
11410080	11410001	80	10080	4000
11410081	11410001	81	10081	4050
11410082	11410001	82	10082	4100
11410083	11410001	83	10083	4150
11410084	11410001	84	10084	4200
11410085	11410001	85	10085	4250
11410086	11410001	86	10086	4300
11410087	11410001	87	10087	4350
11410088	11410001	88	10088	4400
11410089	11410001	89	10089	4450
11410090	11410001	90	10090	4500
11410091	11410001	91	10091	4550
11410092	11410001	92	10092	4600
11410093	11410001	93	10093	4650
11410094	11410001	94	10094	4700
11410095	11410001	95	10095	4750
11410096	11410001	96	10096	4800
11410097	11410001	97	10097	4850
11410098	11410001	98	10098	4900
11410099	11410001	99	10099	4950
11410100	11410001	100	10100	5000
11510001	11510001	1	10001	50
11510002	11510001	2	10002	100
11510003	11510001	3	10003	150
11510004	11510001	4	10004	200
11510005	11510001	5	10005	250
11510006	11510001	6	10006	300
11510007	11510001	7	10007	350
11510008	11510001	8	10008	400
11510009	11510001	9	10009	450
11510010	11510001	10	10010	500
11510011	11510001	11	10011	550
11510012	11510001	12	10012	600
11510013	11510001	13	10013	650
11510014	11510001	14	10014	700
11510015	11510001	15	10015	750
11510016	11510001	16	10016	800
11510017	11510001	17	10017	850
11510018	11510001	18	10018	900
11510019	11510001	19	10019	950
11510020	11510001	20	10020	1000
11510021	11510001	21	10021	1050
11510022	11510001	22	10022	1100
11510023	11510001	23	10023	1150
11510024	11510001	24	10024	1200
11510025	11510001	25	10025	1250
11510026	11510001	26	10026	1300
11510027	11510001	27	10027	1350
11510028	11510001	28	10028	1400
11510029	11510001	29	10029	1450
11510030	11510001	30	10030	1500
11510031	11510001	31	10031	1550
11510032	11510001	32	10032	1600
11510033	11510001	33	10033	1650
11510034	11510001	34	10034	1700
11510035	11510001	35	10035	1750
11510036	11510001	36	10036	1800
11510037	11510001	37	10037	1850
11510038	11510001	38	10038	1900
11510039	11510001	39	10039	1950
11510040	11510001	40	10040	2000
11510041	11510001	41	10041	2050
11510042	11510001	42	10042	2100
11510043	11510001	43	10043	2150
11510044	11510001	44	10044	2200
11510045	11510001	45	10045	2250
11510046	11510001	46	10046	2300
11510047	11510001	47	10047	2350
11510048	11510001	48	10048	2400
11510049	11510001	49	10049	2450
11510050	11510001	50	10050	2500
11510051	11510001	51	10051	2550
11510052	11510001	52	10052	2600
11510053	11510001	53	10053	2650
11510054	11510001	54	10054	2700
11510055	11510001	55	10055	2750
11510056	11510001	56	10056	2800
11510057	11510001	57	10057	2850
11510058	11510001	58	10058	2900
11510059	11510001	59	10059	2950
11510060	11510001	60	10060	3000
11510061	11510001	61	10061	3050
11510062	11510001	62	10062	3100
11510063	11510001	63	10063	3150
11510064	11510001	64	10064	3200
11510065	11510001	65	10065	3250
11510066	11510001	66	10066	3300
11510067	11510001	67	10067	3350
11510068	11510001	68	10068	3400
11510069	11510001	69	10069	3450
11510070	11510001	70	10070	3500
11510071	11510001	71	10071	3550
11510072	11510001	72	10072	3600
11510073	11510001	73	10073	3650
11510074	11510001	74	10074	3700
11510075	11510001	75	10075	3750
11510076	11510001	76	10076	3800
11510077	11510001	77	10077	3850
11510078	11510001	78	10078	3900
11510079	11510001	79	10079	3950
11510080	11510001	80	10080	4000
11510081	11510001	81	10081	4050
11510082	11510001	82	10082	4100
11510083	11510001	83	10083	4150
11510084	11510001	84	10084	4200
11510085	11510001	85	10085	4250
11510086	11510001	86	10086	4300
11510087	11510001	87	10087	4350
11510088	11510001	88	10088	4400
11510089	11510001	89	10089	4450
11510090	11510001	90	10090	4500
11510091	11510001	91	10091	4550
11510092	11510001	92	10092	4600
11510093	11510001	93	10093	4650
11510094	11510001	94	10094	4700
11510095	11510001	95	10095	4750
11510096	11510001	96	10096	4800
11510097	11510001	97	10097	4850
11510098	11510001	98	10098	4900
11510099	11510001	99	10099	4950
11510100	11510001	100	10100	5000
11610001	11610001	1	10001	50
11610002	11610001	2	10002	100
11610003	11610001	3	10003	150
11610004	11610001	4	10004	200
11610005	11610001	5	10005	250
11610006	11610001	6	10006	300
11610007	11610001	7	10007	350
11610008	11610001	8	10008	400
11610009	11610001	9	10009	450
11610010	11610001	10	10010	500
11610011	11610001	11	10011	550
11610012	11610001	12	10012	600
11610013	11610001	13	10013	650
11610014	11610001	14	10014	700
11610015	11610001	15	10015	750
11610016	11610001	16	10016	800
11610017	11610001	17	10017	850
11610018	11610001	18	10018	900
11610019	11610001	19	10019	950
11610020	11610001	20	10020	1000
11610021	11610001	21	10021	1050
11610022	11610001	22	10022	1100
11610023	11610001	23	10023	1150
11610024	11610001	24	10024	1200
11610025	11610001	25	10025	1250
11610026	11610001	26	10026	1300
11610027	11610001	27	10027	1350
11610028	11610001	28	10028	1400
11610029	11610001	29	10029	1450
11610030	11610001	30	10030	1500
11610031	11610001	31	10031	1550
11610032	11610001	32	10032	1600
11610033	11610001	33	10033	1650
11610034	11610001	34	10034	1700
11610035	11610001	35	10035	1750
11610036	11610001	36	10036	1800
11610037	11610001	37	10037	1850
11610038	11610001	38	10038	1900
11610039	11610001	39	10039	1950
11610040	11610001	40	10040	2000
11610041	11610001	41	10041	2050
11610042	11610001	42	10042	2100
11610043	11610001	43	10043	2150
11610044	11610001	44	10044	2200
11610045	11610001	45	10045	2250
11610046	11610001	46	10046	2300
11610047	11610001	47	10047	2350
11610048	11610001	48	10048	2400
11610049	11610001	49	10049	2450
11610050	11610001	50	10050	2500
11610051	11610001	51	10051	2550
11610052	11610001	52	10052	2600
11610053	11610001	53	10053	2650
11610054	11610001	54	10054	2700
11610055	11610001	55	10055	2750
11610056	11610001	56	10056	2800
11610057	11610001	57	10057	2850
11610058	11610001	58	10058	2900
11610059	11610001	59	10059	2950
11610060	11610001	60	10060	3000
11610061	11610001	61	10061	3050
11610062	11610001	62	10062	3100
11610063	11610001	63	10063	3150
11610064	11610001	64	10064	3200
11610065	11610001	65	10065	3250
11610066	11610001	66	10066	3300
11610067	11610001	67	10067	3350
11610068	11610001	68	10068	3400
11610069	11610001	69	10069	3450
11610070	11610001	70	10070	3500
11610071	11610001	71	10071	3550
11610072	11610001	72	10072	3600
11610073	11610001	73	10073	3650
11610074	11610001	74	10074	3700
11610075	11610001	75	10075	3750
11610076	11610001	76	10076	3800
11610077	11610001	77	10077	3850
11610078	11610001	78	10078	3900
11610079	11610001	79	10079	3950
11610080	11610001	80	10080	4000
11610081	11610001	81	10081	4050
11610082	11610001	82	10082	4100
11610083	11610001	83	10083	4150
11610084	11610001	84	10084	4200
11610085	11610001	85	10085	4250
11610086	11610001	86	10086	4300
11610087	11610001	87	10087	4350
11610088	11610001	88	10088	4400
11610089	11610001	89	10089	4450
11610090	11610001	90	10090	4500
11610091	11610001	91	10091	4550
11610092	11610001	92	10092	4600
11610093	11610001	93	10093	4650
11610094	11610001	94	10094	4700
11610095	11610001	95	10095	4750
11610096	11610001	96	10096	4800
11610097	11610001	97	10097	4850
11610098	11610001	98	10098	4900
11610099	11610001	99	10099	4950
11610100	11610001	100	10100	5000
